,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
38,Clyde Drexler,HOU,35,62,46,16,37.7,18,6.4,14.5,44.2,1.9,5.4,35.5,3.2,4.3,75,1.9,4.1,6,5.7,2.5,2,0.6,2.2,38.8,10,3,5.9
39,David Robinson,SAS,31,6,3,3,25,17.7,6,12,50,0,0,0,5.7,8.7,65.4,3.2,5.3,8.5,1.3,1.3,1,1,1.2,34.5,2,0,3.5
40,Antoine Walker,BOS,20,82,15,67,37.4,17.5,7,16.5,42.6,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9,3.2,2.8,1.3,0.6,3.1,36.1,33,2,-6.8
41,Kenny Anderson,POR,26,82,49,33,38.8,17.5,5.9,13.9,42.7,1.6,4.5,36.1,4.1,5.3,76.8,1.1,3.3,4.4,7.1,2.4,2,0.2,2.5,37.6,13,0,4.2
42,Mookie Blaylock,ATL,30,78,53,25,40.2,17.4,6.4,14.9,43.2,2.8,7.7,36.6,1.7,2.2,75.3,1.5,3.8,5.3,5.9,2.4,2.7,0.3,1.8,39.2,14,0,7.5
43,Rony Seikaly,ORL,32,74,41,33,36.1,17.3,6.2,12.3,50.7,0,0,0,4.8,6.8,71.4,3.7,5.8,9.5,1.2,2.9,0.7,1.4,3.4,33.8,32,0,-0.8
44,Rod Strickland,WAS,30,82,44,38,37.8,17.2,6.3,13.5,46.6,0.2,0.9,16.9,4.5,6.1,73.8,1.2,2.9,4.1,8.9,3.3,1.7,0.2,1.9,37.8,31,0,1
45,Eddie Jones,LAL,25,80,54,26,38.6,17.2,5.9,13.5,43.8,1.9,4.9,39.1,3.5,4.2,81.9,1.1,3,4.1,3.4,2.1,2.4,0.6,2.7,33.9,1,0,3.3
46,Rik Smits,IND,30,52,25,27,29.9,17.1,6.8,14.1,48.6,0,0.2,25,3.3,4.2,79.7,2,4.9,6.9,1.3,2.4,0.4,1.1,3.1,29.6,12,0,1.9
47,Kevin Garnett,MIN,21,77,40,37,40,17,7.1,14.3,49.9,0.1,0.3,28.6,2.7,3.5,75.4,2.5,5.6,8,3.1,2.3,1.4,2.1,2.5,39.4,19,0,1.5
48,David Wesley,BOS,26,74,13,61,41.7,16.8,6.2,13.2,46.8,1.4,3.9,36,3,3.9,78.1,0.9,2.7,3.6,7.3,2.9,2.2,0.2,2.8,36.2,15,0,-5.5
49,Detlef Schrempf,SEA,34,61,43,18,37.1,16.8,5.8,11.9,49.2,0.9,2.6,35.4,4.1,5.2,80.1,1.4,5,6.5,4.4,2.5,1,0.3,2.4,32.5,6,0,8.1
50,Dale Ellis,DEN,36,82,21,61,37.1,16.6,5.8,14,41.4,2.3,6.4,36.4,2.6,3.2,81.7,1.2,2.4,3.6,2,1.8,0.7,0.1,2.1,24.6,1,0,-6
51,Kerry Kittles,NJN,23,82,26,56,37.9,16.4,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,3.9,3,1.5,1.9,0.4,1.9,31.2,0,0,-3.2
52,Walt Williams,TOR,27,73,28,45,37.4,16.4,5.7,13.5,42.7,2.4,6,40,2.5,3.3,76.5,1.4,3.6,5,2.7,2.4,1.3,0.8,3.6,30.7,2,0,-0.7
53,Anthony Mason,CHH,30,73,48,25,44.4,16.2,5.9,11.3,52.5,0,0,33.3,4.4,5.9,74.5,2.5,8.8,11.4,5.7,2.3,1,0.5,2.7,40.6,44,4,1.6
54,Bryant Reeves,VAN,24,75,14,61,37.9,16.2,6.6,13.7,48.6,0,0.1,9.1,2.9,4.1,70.4,2.3,5.8,8.1,2.1,2.3,0.4,0.9,3.4,30.6,23,0,-7.2
55,Isaiah Rider,POR,26,76,44,32,34.9,16.1,6,12.9,46.4,1.3,3.4,38.5,2.8,3.4,81.2,1.2,2.8,4,2.6,2.8,0.6,0.3,2.4,24.5,2,0,2.6
56,Jim Jackson,NJN,26,77,26,51,37.9,15.9,5.8,13.4,43.1,1.1,3.2,34.8,3.3,4,81.3,1.7,3.6,5.3,4.1,2.7,1.1,0.4,2.4,30.4,7,2,-5.7
57,Sam Cassell,NJN,27,61,20,41,28.9,15.9,5.5,12.8,43,1.3,3.8,35.1,3.5,4.1,84.5,0.8,2.2,3,5,2.8,1.3,0.3,2.9,28.9,7,0,-1.1
58,Stephon Marbury,MIN,20,67,32,35,35.6,15.8,5.3,13,40.8,1.5,4.3,35.4,3.7,5,72.7,0.8,1.9,2.7,7.8,3.1,1,0.3,2.2,31.5,15,0,-2.3
59,Rick Fox,BOS,27,76,14,62,35.9,15.4,5.7,12.5,45.6,1.3,3.7,36.3,2.7,3.5,78.7,1.5,3.7,5.2,3.8,2.3,2.2,0.5,3.4,33.1,4,0,-4.6
60,Nick Van Exel,LAL,25,79,54,25,38.5,15.3,5.5,13.6,40.2,2.2,5.9,37.8,2.1,2.5,82.5,0.6,2.3,2.9,8.5,2.7,0.9,0.1,1.3,32,18,0,3.2
61,Rasheed Wallace,POR,22,62,37,25,31.7,15.1,6.1,11,55.8,0.1,0.5,27.3,2.7,4.3,63.8,2,4.8,6.8,1.2,1.8,0.8,1,2.9,28.4,10,0,5.3
62,Clifford Robinson,POR,30,81,48,33,39.4,15.1,5.5,12.9,42.6,1.5,4.3,34.6,2.7,3.8,69.6,1.1,2.9,4,3.2,2.1,1.2,0.8,2.9,28.7,1,0,3.5
63,Michael Finley,DAL,24,83,23,60,34.6,15,5.7,12.9,44.4,1.2,3.4,36.1,2.4,3,80.8,1.1,3.4,4.5,2.7,2,0.8,0.3,1.6,25.8,1,0,-3.8
64,Eric Williams,BOS,24,72,13,59,34.8,15,5.2,11.4,45.6,0,0.1,25,4.6,6.1,75.2,1.7,2.8,4.6,1.8,1.9,1,0.2,2.7,24.7,3,0,-5.3
65,Sean Elliott,SAS,29,39,11,28,36.5,14.9,5,11.9,42.2,1.1,3.2,33.3,3.8,5,75.5,1.2,3.6,4.9,3.2,2.3,0.6,0.6,2.5,26.9,2,0,-4.5
66,Elden Campbell,LAL,28,77,52,25,33.6,14.9,5.7,12.2,46.9,0,0.1,25,3.4,4.8,71.1,2.7,5.3,8,1.6,1.7,0.6,1.5,3.1,31.6,20,0,2.2
67,Bryant Stith,DEN,26,52,13,39,35.6,14.9,4.8,11.6,41.6,1.3,3.5,38.5,3.9,4.5,86.3,1.4,2.8,4.2,2.6,1.9,1.2,0.4,2.2,26.4,0,0,-3.2
68,Loy Vaught,LAC,29,82,36,46,35.7,14.9,6.6,13.2,50,0,0.1,16.7,1.6,2.3,70.9,2.7,7.3,10,1.3,1.7,1,0.3,2.8,31.2,43,0,-5.1
69,Marcus Camby,TOR,23,63,24,39,30.9,14.8,6,12.3,48.2,0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,6.3,1.5,2.1,1,2.1,3.2,31.9,8,0,-0.6
70,Dell Curry,CHH,33,68,43,25,31.6,14.8,5.6,12.3,46,1.9,4.4,42.6,1.7,2.1,80.3,0.6,2.5,3.1,1.7,1.4,0.9,0.2,2.1,23,0,0,0.8
71,Allan Houston,NYK,26,81,56,25,34.3,14.8,5.4,12.7,42.3,1.8,4.7,38.5,2.2,2.7,80.3,0.5,2.4,3,2.2,2.1,0.5,0.2,2.6,21.8,0,0,1.3
72,Joe Dumars,DET,34,79,53,26,38.1,14.7,4.9,11.1,44,2.1,4.9,43.2,2.8,3.3,86.4,0.5,1.9,2.4,4,1.6,0.7,0,1.2,24.2,0,0,4.1
73,Cedric Ceballos,PHX,27,50,29,21,29.3,14.6,5.6,12.3,45.7,0.5,2,25.5,2.8,3.7,74.7,2,4.6,6.6,1.3,1.7,0.7,0.5,2.2,26.1,12,0,2.1
74,Jeff Hornacek,UTA,34,82,64,18,32.9,14.5,5,10.4,48.3,0.9,2.4,36.9,3.6,4,89.9,0.7,2.2,2.9,4.4,1.6,1.5,0.3,2.1,28.5,1,0,9.5
75,Doug Christie,TOR,27,81,29,52,39.8,14.5,4.9,11.7,41.7,1.8,4.7,38.4,2.9,3.8,77.5,1,4.3,5.3,3.9,2.5,2.5,0.6,2.9,33.4,7,0,-1.5
75,Todd Day,BOS,27,81,14,67,29.2,14.5,4.9,12.3,39.8,1.6,4.3,36.2,3.2,4.1,77.3,1.3,2.7,4.1,1.4,1.6,1.3,0.6,2.5,25.8,1,0,-3.6
77,Chris Mullin,GSW,33,79,27,52,35.7,14.5,5.5,10,55.3,1.1,2.6,41.1,2.3,2.7,86.4,0.9,3.1,4,4.1,2.4,1.6,0.4,1.9,29.2,3,2,-3.4
78,Anthony Peeler,VAN,27,72,12,60,32.7,14.5,5.6,14,39.8,1.8,4.8,37.3,1.5,1.8,82,0.8,2.7,3.4,3.6,2.2,1.5,0.2,2.1,26.8,1,0,-6.3
79,John Stockton,UTA,35,82,64,18,36.5,14.4,5.1,9.3,54.8,0.9,2.2,42.2,3.4,4,84.6,0.5,2.2,2.8,10.5,3,2,0.2,2.2,37.1,41,0,8
80,Robert Pack,DAL,28,54,12,42,34,14.3,5,12.8,39.2,0.6,2.1,27.7,3.6,4.5,80.7,0.5,2.2,2.7,8.4,4,1.7,0.1,2.5,31.6,13,0,-5
81,Lindsey Hunter,DET,26,82,54,28,38,14.2,5.1,12.7,40.4,2,5.7,35.5,1.9,2.5,77.8,0.7,2.1,2.8,1.9,1.2,1.6,0.3,2.4,24.9,0,0,3
82,Dino Radja,BOS,30,25,6,19,36.1,14,6,13.6,44,0,0,0,2,2.8,71.8,1.8,6.7,8.4,1.9,2.8,0.9,1.9,2.8,32.7,7,0,-2.8
83,Hersey Hawkins,SEA,30,82,57,25,34.8,13.9,4.5,9.7,46.4,1.7,4.3,40.3,3.1,3.6,87.5,1.1,2.8,3.9,3,1.6,1.9,0.1,1.7,27.8,1,0,6.6
84,Rex Chapman,PHX,29,65,31,34,29.1,13.8,5.1,11.5,44.3,1.7,4.8,35,1.9,2.3,83.2,0.4,2.4,2.8,2.8,1.5,0.8,0.1,1.6,22.6,0,0,1.5
85,John Starks,NYK,31,77,55,22,27.8,13.8,4.8,11.1,43.1,1.9,5.3,36.9,2.2,2.9,76.9,0.5,2.2,2.7,2.8,2.1,1.2,0.1,2.5,23.1,0,0,2.7
86,Mahmoud Abdul-Rauf,SAC,28,75,32,43,29.3,13.7,5.5,12.3,44.5,1.3,3.3,38.2,1.5,1.8,84.6,0.2,1.4,1.6,2.5,1.6,0.7,0.1,2.2,20.4,0,0,-2
87,Danny Manning,PHX,31,77,37,40,28.7,13.5,5.5,10.3,53.6,0.1,0.5,19.4,2.4,3.3,72.1,1.8,4.3,6.1,2.2,2.1,1.1,1,3.3,28.1,12,0,1.5
88,Wesley Person,PHX,26,80,39,41,30.1,13.5,5.1,11.3,45.3,2.1,5.2,41.3,1.1,1.4,79.8,0.9,2.8,3.7,1.5,1,1.1,0.3,1.2,23.2,2,0,1.1
89,Malik Sealy,LAC,27,80,35,45,31.8,13.5,4.7,11.8,39.6,1,2.8,35.6,3.2,3.6,87.6,0.7,2.2,3,2.1,1.9,1.6,0.6,2.2,24.6,0,0,-4.5
90,Arvydas Sabonis,POR,32,69,43,26,26.3,13.4,4.8,9.5,49.8,0.7,1.9,37.1,3.2,4.2,77.7,1.7,6.3,7.9,2.1,2.2,0.9,1.2,2.5,30.3,15,0,5.2
91,Ray Allen,MIL,21,82,33,49,31.9,13.4,4.8,11.1,43,1.4,3.6,39.3,2.5,3,82.3,1.2,2.8,4,2.6,1.8,0.9,0.1,2.4,23.3,0,0,-0.7
92,Jayson Williams,NJN,29,41,12,29,35.7,13.4,5.4,13.2,40.9,0,0.1,0,2.6,4.5,59,5.9,7.6,13.5,1.2,2,0.6,0.9,3.6,33.9,24,0,-5.9
93,Chris Mills,CLE,27,80,41,39,41,13.4,5.1,11.2,45.3,1.1,2.8,39.1,2.2,2.6,84.2,1.5,4.7,6.2,2.5,1.5,1.1,0.5,2.7,27.8,8,0,2.7
94,Dikembe Mutombo,ATL,31,80,54,26,38.2,13.3,4.8,9,52.6,0,0,0,3.8,5.4,70.5,3.4,8.3,11.6,1.4,2.3,0.6,3.3,2.9,38.7,43,2,5.4
95,Rodney Rogers,LAC,26,81,35,46,31.5,13.2,5,10.9,46.2,0.8,2.2,36.1,2.4,3.6,66.3,1.7,3.4,5.1,2.7,2.7,1.1,0.8,3.1,26.2,4,0,-1.8
96,Toni Kukoc,CHI,28,57,50,7,29.3,13.2,5,10.6,47.1,0.9,2.6,33.1,2.4,3.1,77,1.6,2.9,4.6,4.5,1.6,1.1,0.5,1.7,28.5,5,0,8.3
97,Shawn Bradley,DAL,25,73,20,53,32,13.2,5.6,12.4,44.9,0,0.1,0,2,3.1,65.4,3,5.3,8.4,0.7,1.8,0.5,3.4,2.9,34.3,31,3,-3.3
98,Otis Thorpe,DET,34,79,51,28,34.6,13.1,5.3,10,53.2,0,0,0,2.5,3.8,65.4,2.9,5,7.9,1.7,1.8,0.7,0.2,3.4,26.1,21,0,3.6
99,Tyrone Hill,CLE,29,74,40,34,36,12.9,4.8,8,60,0,0,0,3.3,5.1,63.3,3.5,6.4,9.9,1.2,2,0.9,0.4,3.2,28.5,34,0,3.3
100,Vernon Maxwell,SAS,31,72,18,54,29.9,12.9,4.7,12.6,37.5,1.6,5.2,30.9,1.9,2.5,74.4,0.4,1.8,2.2,2.1,1.7,1.2,0.3,2.2,21.5,0,0,-4.4
101,Larry Johnson,NYK,28,76,52,24,35.6,12.8,4.9,9.7,51.2,0.4,1.4,32.4,2.5,3.6,69.3,2.2,3,5.2,2.3,1.8,0.9,0.5,2.9,24.7,4,0,2.1
102,Vlade Divac,CHH,29,81,53,28,36,12.6,5.2,10.5,49.4,0.1,0.6,23.4,2.2,3.2,68.3,3,6,9,3.7,2.4,1.3,2.2,3.2,37.1,32,1,3.4
103,Horace Grant,ORL,31,67,35,32,38.2,12.6,5.3,10.4,51.5,0,0.1,16.7,1.9,2.7,71.5,3.1,5.9,9,2.4,1.5,1.5,1,2.3,33,21,0,1.3
104,Bobby Phills,CLE,27,69,36,33,35.5,12.6,4.8,11.1,42.8,1.2,3.1,39.4,1.8,2.5,71.8,0.9,2.6,3.6,3.4,2,1.6,0.3,2.3,25.7,1,0,1.6
105,Sasha Danilovic,DAL,27,56,35,21,33.1,12.5,4.4,10.2,43.5,1.5,4.2,36,2.2,2.7,80.1,0.5,1.9,2.4,1.8,2.1,1,0.2,2.6,19.5,0,0,1
106,Dana Barros,BOS,30,24,6,18,30.2,12.5,4.6,10.5,43.5,1.8,4.4,41,1.5,1.8,86,0.2,1.8,2,3.4,1.6,1.1,0.3,1.3,22.3,0,0,-4
106,Olden Polynice,SAC,32,82,34,48,36.2,12.5,5.4,11.8,45.7,0,0.1,0,1.7,3.1,56.2,3.3,6.1,9.4,2.2,2,0.6,1,3.5,29.6,33,0,-2.3
108,Dennis Scott,ORL,28,66,38,28,33.8,12.5,4.5,11.3,39.8,2.2,5.7,39.4,1.2,1.5,79.2,0.6,2.5,3.1,2.1,1.2,1.1,0.3,2,22.4,0,0,1.7
109,Voshon Lenard,MIA,24,73,53,20,29.9,12.3,4.3,9.4,45.9,2.5,6.1,41.4,1.2,1.4,81.9,0.5,2.5,3,2.2,1.5,0.7,0.2,2.2,20.5,0,0,4.5
110,Vinny Del Negro,SAS,30,72,16,56,32.1,12.3,5.1,10.8,46.7,0.6,1.9,31.4,1.6,1.8,86.8,0.5,2.4,2.9,3.2,1.3,0.8,0.1,1.7,22.1,0,0,-4.6
111,Clar. Weatherspoon,PHI,26,82,22,60,36.8,12.2,4.9,9.9,49.1,0,0.1,16.7,2.5,3.4,73.8,2.7,5.6,8.3,1.7,1.7,0.9,1,2.2,28.9,22,0,-6
112,Nick Anderson,ORL,29,63,39,24,35.2,12,4.6,11.5,39.7,2.3,6.4,35.3,0.6,1.5,40.4,1,3.8,4.8,2.9,1.4,1.9,0.5,2.4,28,2,0,2.6
113,Jamal Mashburn,MIA,24,69,34,35,32.3,11.9,4.1,10.8,38.5,1.3,4,32.5,2.3,3.3,70.2,1,3.3,4.3,2.9,1.7,1.1,0.2,2.6,23.7,2,0,0.8
114,Mario Elie,HOU,33,78,54,24,35.6,11.7,3.7,7.5,49.7,1.5,3.7,42,2.7,3,89.6,0.8,2.2,3,4,1.7,1.2,0.2,2.4,23.5,2,0,4.4
115,Corliss Williamson,SAC,23,79,32,47,25.9,11.6,4.7,9.4,49.8,0,0,0,2.2,3.2,68.9,1.8,2.4,4.1,1.6,2,0.8,0.6,3.1,21,5,0,-2.1
116,Mark Price,GSW,33,70,26,44,27.6,11.3,3.8,8.4,44.7,1.6,4,39.6,2.2,2.4,90.6,0.5,2,2.6,4.9,2.3,1,0,1.4,22.4,2,0,-1.6
117,Kevin Willis,HOU,34,75,51,24,26.9,11.2,4.7,9.7,48.1,0,0.2,14.3,1.9,2.7,69.3,1.9,5.5,7.5,0.9,1.6,0.6,0.4,2.7,23,21,0,0.4
118,Ricky Pierce,CHH,37,60,31,29,21.6,11,4,8.3,48.1,0.7,1.6,44.2,2.3,2.6,89.7,0.6,1.4,2,1.3,1.1,0.5,0.2,1.6,16.1,0,0,-0.3
119,Sam Perkins,SEA,36,81,57,24,25.4,11,3.6,8.2,43.9,1.5,3.8,39.5,2.3,2.8,81.7,0.9,2.8,3.7,1.3,1,0.9,0.6,1.6,20.7,0,0,4.8
120,Billy Owens,SAC,28,66,26,40,31.1,11,4.5,9.7,46.7,0.4,1.1,34.7,1.5,2.2,69.7,2,3.9,5.9,2.8,2,0.9,0.4,2.8,24.3,9,0,-1.5
121,Jason Kidd,PHX,24,55,31,24,36.8,10.9,3.9,9.6,40.3,1.1,3,37,2,3,67.9,1.2,3.4,4.5,9,2.6,2.3,0.4,2,35.1,15,2,1.5
122,Darrick Martin,LAC,26,82,36,46,22.9,10.9,3.6,8.8,40.7,1.1,2.9,38.9,2.7,3,87.2,0.3,1.1,1.4,4.1,1.5,0.7,0,1.9,19.4,0,0,-1.4
123,Don MacLean,PHI,27,37,11,26,20.5,10.9,4.4,9.9,44.7,0.3,1,31.6,1.7,2.6,66,1.1,2.7,3.8,1,1.3,0.3,0.3,1.8,17.4,1,0,-1.7
124,Terry Mills,DET,29,79,52,27,26.3,10.8,3.9,8.9,44.4,2.2,5.3,42.2,0.7,0.9,82.9,0.9,3.9,4.8,1.3,1.1,0.4,0.3,2,19.7,3,0,6
125,Dan Majerle,MIA,31,36,27,9,36.4,10.8,3.9,9.6,40.6,1.9,5.6,33.8,1.1,1.6,67.8,1.3,3.3,4.5,3.2,1.4,1.5,0.4,2,25.3,1,0,3.4
126,Charles Oakley,NYK,33,80,55,25,37.1,10.8,4.2,8.7,48.8,0.1,0.2,26.3,2.3,2.8,80.8,3.1,6.7,9.8,2.8,2.1,1.4,0.3,3.5,29.5,29,0,1.3
127,Bryon Russell,UTA,26,81,63,18,32.5,10.8,3.7,7.7,47.9,1.3,3.3,40.9,2.1,3,70.1,1,3.1,4.1,1.5,1.2,1.6,0.3,2.7,22.6,3,0,8.4
128,Gary Trent,POR,22,82,49,33,24.2,10.8,4.4,8.2,53.6,0,0.1,0,2,2.8,69.9,1.9,3.3,5.2,1.1,1.6,0.6,0.4,2.2,20.1,6,0,0.9
129,Gheorghe Muresan,WAS,26,73,39,34,25.8,10.6,4.5,7.4,60.4,0,0,0,1.7,2.7,61.8,1.9,4.7,6.6,0.4,1.6,0.6,1.3,2.6,23.3,8,0,3.2
130,Danny Ferry,CLE,30,82,42,40,33.2,10.6,4.2,9.7,42.9,1.4,3.5,40.1,0.9,1.1,85.1,1,3.1,4.1,1.8,1.1,0.7,0.4,2.7,20.4,0,0,1.8
