,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
103,Brandon Roy,POR,26,47,25,22,27.9,12.2,4.4,11.1,40,0.8,2.4,33.3,2.5,2.9,84.8,0.6,2,2.6,2.7,1.2,0.8,0.3,1.6,21.4,1,0,1.7
104,James Harden,OKC,21,82,55,27,26.7,12.2,3.6,8.3,43.6,1.4,4,34.9,3.5,4.2,84.3,0.5,2.6,3.1,2.1,1.3,1.1,0.3,2.5,22.1,0,0,2.6
105,Corey Maggette,MIL,31,67,25,42,20.9,12,3.8,8.3,45.3,0.4,1.2,35.9,4,4.9,83.4,0.7,2.9,3.6,1.3,1.9,0.3,0.1,2.6,17.5,1,0,-1.4
106,Carl Landry,NOH,27,76,25,51,26.4,11.9,4.5,9,50.2,0,0.1,0,2.8,3.8,74,2.2,2.4,4.6,0.8,1.4,0.5,0.4,2.6,20,8,0,-2.2
107,Luke Ridnour,MIN,30,71,13,58,30.4,11.8,4.5,9.6,46.8,1.1,2.6,44,1.7,1.9,88.3,0.5,2.3,2.8,5.4,2.2,1.3,0.1,2.1,25.3,3,0,-3.5
108,Marc Gasol,MEM,26,81,46,35,31.9,11.7,4.5,8.5,52.7,0,0.1,42.9,2.7,3.6,74.8,1.9,5.1,7,2.5,1.8,0.9,1.7,3.3,29.8,14,0,1.7
109,Glen Davis,BOS,25,78,54,24,29.5,11.7,4.6,10.3,44.8,0,0.2,13.3,2.5,3.4,73.6,1.3,4.2,5.4,1.2,1.1,1,0.4,3,23.1,5,0,1.8
110,Rashard Lewis,WAS,31,57,24,33,32,11.7,4.4,10.2,43.3,1.5,4.3,35.7,1.4,1.7,80.2,1.2,3.8,5.1,1.6,1.5,0.9,0.5,2.8,23,6,0,-1.2
111,Andrei Kirilenko,UTA,30,64,33,31,31.2,11.7,4,8.5,46.7,0.6,1.5,36.7,3.3,4.2,77,1.6,3.5,5.1,3,1.8,1.3,1.2,1.8,27.8,4,0,-0.5
112,Joakim Noah,CHI,26,48,36,12,32.8,11.7,4.4,8.4,52.5,0,0,0,2.9,3.9,73.9,3.8,6.6,10.4,2.2,1.9,1,1.5,3.3,33.1,21,0,3.7
113,Jordan Crawford,WAS,22,42,17,25,24.4,11.7,4.6,11.9,38.4,0.8,3,25.8,1.7,2,86.9,0.7,1.8,2.5,2.8,2,0.9,0.1,1.5,19.9,2,1,-5.5
114,Ty Lawson,DEN,23,80,49,31,26.3,11.7,4.3,8.6,50.3,0.9,2.1,40.4,2.2,2.8,76.4,0.8,1.8,2.6,4.7,1.7,1,0.1,1.7,23.3,4,0,2.9
115,Daniel Gibson,CLE,25,67,18,49,27.8,11.6,3.9,9.9,40,1.8,4.4,40.3,2,2.4,82.2,0.4,2.3,2.6,3,1.2,0.7,0.3,2.3,21.2,0,0,-2.9
116,George Hill,SAS,25,76,56,20,28.3,11.6,3.8,8.3,45.3,1,2.7,37.7,3.1,3.6,86.3,0.3,2.3,2.6,2.5,1.3,0.9,0.3,2,20.7,0,0,3.6
117,Carlos Delfino,MIL,28,49,21,28,32.5,11.5,4.1,10.5,39,2.1,5.8,37,1.2,1.5,80,0.5,3.6,4.1,2.3,1.2,1.6,0.2,1.5,23.8,2,0,-1.7
118,Andrew Bynum,LAL,23,54,36,18,27.8,11.3,4.4,7.6,57.4,0,0,0,2.6,3.9,66,3.1,6.3,9.4,1.4,1.4,0.4,2,2.6,30.2,17,0,3.8
119,Drew Gooden,MIL,29,35,14,21,24.6,11.3,4.5,10.3,43.1,0.1,0.6,15,2.3,2.9,79.4,2.1,4.7,6.8,1.3,1.3,0.6,0.5,2.8,23.5,10,1,-1.1
120,O.J. Mayo,MEM,23,71,37,34,26.3,11.3,4.3,10.5,40.7,1.4,3.7,36.4,1.4,1.8,75.6,0.5,1.9,2.4,2,1.4,1,0.4,1.8,20,0,0,1.7
121,Boris Diaw,CHA,29,82,34,48,33.9,11.3,4.6,9.4,49.2,1,2.8,34.5,1,1.5,68.3,1.3,3.8,5,4.1,2,0.9,0.6,2.3,25.9,5,1,-2.9
122,Brandon Bass,ORL,26,76,49,27,26.1,11.2,4.4,8.5,51.5,0,0,0,2.5,3.1,81.5,1.8,3.8,5.6,0.8,1.3,0.4,0.7,2.1,20.9,3,0,2.1
123,Ben Gordon,DET,28,82,30,52,26,11.2,4.1,9.4,44,1.3,3.2,40.2,1.7,2,85,0.5,1.9,2.4,2.1,1.7,0.6,0.2,2.2,17.8,0,0,-1.5
124,Mike Dunleavy,IND,30,61,28,33,27.6,11.2,3.9,8.5,46.2,1.7,4.2,40.2,1.6,2,80,0.5,4.1,4.5,1.7,1.1,0.7,0.5,1.8,21.5,1,0,1.4
125,Linas Kleiza,TOR,26,39,12,27,26.5,11.2,4.6,10.4,43.8,1,3.4,29.8,1.1,1.7,63.1,0.9,3.6,4.5,1,1.7,0.5,0.2,2.5,18.5,4,0,-1.6
126,Charlie Villanueva,DET,26,76,27,49,21.9,11.1,4.1,9.3,44.2,1.6,4.3,38.7,1.2,1.5,76.7,0.7,3.2,3.9,0.6,0.9,0.6,0.6,2.3,19.1,4,0,-1.8
127,Trevor Ariza,NOH,25,75,43,32,34.7,11,4,10.2,39.8,1.1,3.6,30.3,1.8,2.6,70.1,0.8,4.6,5.4,2.2,1.6,1.6,0.4,2.4,25.2,3,0,0.1
128,Richard Jefferson,SAS,31,81,60,21,30.4,11,3.8,7.9,47.4,1.7,3.8,44,1.8,2.4,75.9,0.7,3.2,3.8,1.3,1.1,0.5,0.4,2,19.1,1,0,3.6
129,Tyler Hansbrough,IND,25,70,34,36,21.9,11,4.1,8.8,46.5,0,0,0,2.8,3.6,77.9,2.1,3.2,5.2,0.6,1.1,0.5,0.2,2.3,19.3,7,0,-1.7
130,Hedo Turkoglu,ORL,32,81,48,33,31.4,10.8,4,8.9,44.6,1.6,3.8,41,1.3,1.9,67.9,0.6,3.8,4.4,4.2,1.6,0.9,0.4,3,24.7,6,1,3.7
131,Gilbert Arenas,ORL,29,70,35,35,25.7,10.8,3.8,10.5,36.6,1.4,4.7,29.7,1.7,2.2,78.4,0.3,2.4,2.7,3.9,2.5,1.1,0.3,2.7,21.4,3,0,-0.2
