,0
241,0.573
242,0.32899999999999996
243,0.585
244,0.524
245,0.537
246,0.354
247,0.256
248,0.585
249,0.512
250,0.341
251,0.268
252,0.537
253,0.634
254,0.293
255,0.32899999999999996
256,0.561
257,0.293
258,0.305
259,0.47600000000000003
260,0.42700000000000005
261,0.805
262,0.7929999999999999
263,0.659
264,0.561
265,0.524
266,0.207
267,0.61
268,0.415
269,0.415
270,0.402
271,0.23199999999999998
272,0.6459999999999999
273,0.354
274,0.573
275,0.23199999999999998
276,0.585
277,0.598
278,0.293
279,0.72
280,0.39
281,0.28
282,0.293
283,0.5
284,0.7559999999999999
285,0.439
286,0.659
287,0.659
288,0.5
289,0.47600000000000003
290,0.6829999999999999
291,0.6829999999999999
292,0.39
293,0.573
294,0.6459999999999999
295,0.6709999999999999
296,0.537
297,0.7070000000000001
298,0.573
299,0.6459999999999999
300,0.317
301,0.634
302,0.61
303,0.439
304,0.28
305,0.183
306,0.561
307,0.585
308,0.207
309,0.305
310,0.488
311,0.622
312,0.5
313,0.5489999999999999
314,0.366
315,0.23199999999999998
316,0.37799999999999995
317,0.524
318,0.61
319,0.439
320,0.524
321,0.61
322,0.537
323,0.415
324,0.634
325,0.5489999999999999
326,0.22
327,0.402
328,0.72
329,0.7070000000000001
330,0.366
331,0.598
332,0.512
333,0.451
334,0.7559999999999999
335,0.402
336,0.537
337,0.32899999999999996
338,0.5489999999999999
339,0.415
340,0.512
341,0.159
342,0.5489999999999999
343,0.659
344,0.622
345,0.72
346,0.573
347,0.317
348,0.585
349,0.61
350,0.537
351,0.512
352,0.732
353,0.293
354,0.72
355,0.732
356,0.451
357,0.573
358,0.488
359,0.512
360,0.524
361,0.573
362,0.61
363,0.42700000000000005
364,0.622
365,0.366
366,0.537
367,0.451
368,0.46299999999999997
369,0.61
370,0.585
371,0.305
372,0.32899999999999996
373,0.341
374,0.207
375,0.598
376,0.207
377,0.7559999999999999
378,0.7559999999999999
379,0.622
380,0.7440000000000001
381,0.32899999999999996
382,0.23199999999999998
383,0.37799999999999995
384,0.5
385,0.524
386,0.134
387,0.524
388,0.7440000000000001
389,0.7070000000000001
390,0.451
391,0.439
392,0.5489999999999999
393,0.5
394,0.6709999999999999
395,0.195
396,0.6829999999999999
397,0.61
398,0.573
399,0.23199999999999998
400,0.6829999999999999
401,0.439
402,0.561
403,0.244
404,0.207
405,0.512
406,0.42700000000000005
407,0.61
408,0.5
409,0.537
410,0.293
411,0.8170000000000001
412,0.5489999999999999
413,0.341
414,0.37799999999999995
415,0.488
416,0.634
417,0.5
418,0.512
419,0.573
420,0.7440000000000001
421,0.39
422,0.402
423,0.268
424,0.366
425,0.6459999999999999
426,0.42700000000000005
427,0.7070000000000001
428,0.39
429,0.622
430,0.47600000000000003
431,0.598
432,0.402
433,0.488
434,0.598
435,0.8170000000000001
436,0.6709999999999999
437,0.268
438,0.37799999999999995
439,0.6459999999999999
440,0.5489999999999999
441,0.42700000000000005
442,0.512
443,0.61
444,0.39
445,0.488
446,0.634
447,0.537
448,0.354
449,0.415
450,0.207
451,0.341
452,0.42700000000000005
453,0.512
454,0.6829999999999999
455,0.5489999999999999
456,0.61
457,0.6459999999999999
458,0.183
459,0.5
460,0.598
461,0.72
462,0.23199999999999998
463,0.46299999999999997
464,0.5489999999999999
465,0.61
466,0.732
467,0.659
468,0.415
469,0.512
470,0.5
471,0.598
472,0.634
473,0.42700000000000005
474,0.488
475,0.573
476,0.402
477,0.28
478,0.415
479,0.402
480,0.439
481,0.537
482,0.768
483,0.537
484,0.256
485,0.78
486,0.32899999999999996
487,0.5
488,0.598
489,0.317
490,0.5
491,0.46299999999999997
492,0.695
493,0.61
494,0.524
495,0.183
496,0.5489999999999999
497,0.317
498,0.244
499,0.415
500,0.6709999999999999
501,0.451
502,0.805
503,0.622
504,0.5
505,0.5
506,0.268
507,0.402
508,0.659
509,0.268
510,0.28
511,0.6709999999999999
512,0.46299999999999997
513,0.585
514,0.6829999999999999
515,0.72
516,0.28
517,0.439
518,0.6829999999999999
519,0.488
520,0.634
521,0.524
522,0.61
523,0.7070000000000001
524,0.512
525,0.7440000000000001
526,0.537
527,0.598
528,0.256
529,0.634
530,0.537
531,0.5489999999999999
532,0.7070000000000001
533,0.5
534,0.61
535,0.695
536,0.32899999999999996
537,0.28
538,0.512
539,0.256
540,0.537
541,0.341
542,0.402
543,0.598
544,0.366
545,0.451
546,0.439
547,0.439
548,0.47600000000000003
549,0.354
550,0.256
551,0.6829999999999999
552,0.402
553,0.439
554,0.634
555,0.695
556,0.6709999999999999
557,0.7070000000000001
558,0.451
559,0.47600000000000003
560,0.354
561,0.451
562,0.28
563,0.5
564,0.305
565,0.5489999999999999
566,0.341
567,0.7440000000000001
568,0.42700000000000005
569,0.512
570,0.402
571,0.5
572,0.659
573,0.61
574,0.573
575,0.512
576,0.341
577,0.524
578,0.5
